Q,ID,TOOL,expected,predicted,ID/OOD DAIV,loss daiv,loss selforacle,ass 1,ass 2,ID/OOD Human,misclass human 1,misclass human 2,misclass Humans,ID/OOD Selforacle 9999,tool_y,ID/OOD DeepSVDD,svdd scores,tool_y.1,ID/OOD LLM,ID/OOD LLM2,ID/OOD Selforacle 999,ID/OOD LLM3
44,dlf_49_e5_p3,dlf,5,3,ood,431.048034667969,0.45384422,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1710621416568756,mnist_dlf,ood,id,ood,ood
45,dlf_5_e5_p3,dlf,5,3,id,986.314697265625,0.2836945,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0405264943838119,mnist_dlf,ood,id,id,ood
0,dlf_50_e5_p4,dlf,5,4,ood,-408.89111328125,0.33284354,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0094947069883346,mnist_dlf,id,id,id,id
1,dlf_51_e5_p3,dlf,5,3,ood,-3313.88232421875,0.34075117,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1122844219207763,mnist_dlf,ood,id,id,ood
12,dlf_52_e5_p8,dlf,5,8,ood,108.120948791504,0.35212547,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.23444664478302,mnist_dlf,id,id,id,ood
23,dlf_53_e5_p7,dlf,5,7,id,715.902099609375,0.31980735,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.4035889208316803,mnist_dlf,ood,id,id,ood
34,dlf_54_e5_p3,dlf,5,3,id,666.592224121094,0.3541078,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.2108162939548492,mnist_dlf,id,id,id,id
45,dlf_55_e5_p9,dlf,5,9,ood,540.639404296875,0.3686719,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0300637334585189,mnist_dlf,id,ood,id,id
46,dlf_56_e5_p0,dlf,5,0,ood,69.5693740844727,0.31909102,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0612229853868484,mnist_dlf,id,id,id,id
47,dlf_57_e5_p8,dlf,5,8,ood,-1958.81298828125,0.37078658,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1153571307659149,mnist_dlf,ood,ood,id,ood
48,dlf_58_e5_p8,dlf,5,8,ood,-1102.66088867188,0.26605248,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1462378203868866,mnist_dlf,id,id,id,id
49,dlf_59_e5_p3,dlf,5,3,ood,456.381378173828,0.41145733,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0146225839853286,mnist_dlf,id,id,ood,ood
46,dlf_6_e5_p4,dlf,5,4,ood,-127.965316772461,0.36692187,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.044200599193573,mnist_dlf,ood,id,id,ood
2,dlf_60_e5_p6,dlf,5,6,ood,-1501.1828613281302,0.3212917999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0123720020055769,mnist_dlf,ood,id,id,ood
3,dlf_61_e5_p3,dlf,5,3,id,709.1099243164059,0.32005686,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0198030769824981,mnist_dlf,id,id,id,id
4,dlf_62_e5_p7,dlf,5,7,id,748.2846069335941,0.3087362999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.3862042129039764,mnist_dlf,ood,id,id,ood
5,dlf_63_e5_p3,dlf,5,3,id,638.362121582031,0.39153036,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1683164238929748,mnist_dlf,id,id,id,ood
6,dlf_64_e5_p2,dlf,5,2,ood,486.616821289063,0.24698588,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.220857560634613,mnist_dlf,ood,id,id,ood
7,dlf_65_e5_p3,dlf,5,3,ood,213.436721801758,0.43543127,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0694062858819961,mnist_dlf,ood,id,ood,ood
8,dlf_66_e5_p8,dlf,5,8,ood,-813.13623046875,0.27305642,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.2105377018451689,mnist_dlf,ood,id,id,ood
9,dlf_67_e5_p8,dlf,5,8,ood,-878.6035766601559,0.32150525,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0738745033740997,mnist_dlf,ood,id,id,ood
10,dlf_68_e5_p3,dlf,5,3,id,1039.1494140625,0.28839695,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0233667492866516,mnist_dlf,ood,id,id,ood
11,dlf_69_e5_p3,dlf,5,3,ood,459.51336669921903,0.4420231,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1692246496677398,mnist_dlf,id,id,ood,ood
47,dlf_7_e5_p3,dlf,5,3,id,655.1241455078131,0.36575568,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0552444159984588,mnist_dlf,id,id,ood,ood
13,dlf_70_e5_p3,dlf,5,3,ood,543.219055175781,0.4348310999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1696842312812805,mnist_dlf,ood,id,id,ood
14,dlf_71_e5_p2,dlf,5,2,ood,-673.3271484375,0.37503296,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.1795929670333862,mnist_dlf,ood,id,id,ood
15,dlf_72_e5_p3,dlf,5,3,id,597.64794921875,0.3473394,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.2830171585083008,mnist_dlf,id,id,id,ood
16,dlf_73_e5_p3,dlf,5,3,id,585.372619628906,0.3879467,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0557979345321655,mnist_dlf,id,id,id,id
17,dlf_74_e5_p9,dlf,5,9,id,575.074645996094,0.4131065,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.123386263847351,mnist_dlf,ood,id,id,id
18,dlf_75_e5_p2,dlf,5,2,ood,-1075.02026367188,0.35648546,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1648676693439483,mnist_dlf,ood,id,id,ood
19,dlf_76_e5_p3,dlf,5,3,id,779.3857421875,0.34961665,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0670766234397888,mnist_dlf,id,id,id,id
20,dlf_77_e5_p3,dlf,5,3,id,689.0484008789059,0.3634397,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0070310980081558,mnist_dlf,id,id,id,id
21,dlf_78_e5_p0,dlf,5,0,ood,241.862762451172,0.38346317,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0252664685249328,mnist_dlf,id,id,id,id
22,dlf_79_e5_p3,dlf,5,3,ood,272.248107910156,0.3397954,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0417643189430236,mnist_dlf,id,id,id,ood
48,dlf_8_e5_p3,dlf,5,3,id,601.2752685546881,0.36073813,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.1865519285202026,mnist_dlf,ood,id,id,ood
24,dlf_80_e5_p8,dlf,5,8,ood,475.491577148438,0.37869334,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.4289478361606598,mnist_dlf,ood,id,id,ood
25,dlf_81_e5_p6,dlf,5,6,ood,382.471527099609,0.28454447,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0390504002571105,mnist_dlf,ood,ood,id,ood
26,dlf_82_e5_p6,dlf,5,6,ood,369.385864257813,0.40845942,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1096639633178711,mnist_dlf,ood,id,id,ood
27,dlf_83_e5_p3,dlf,5,3,ood,-2480.39697265625,0.344082,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.132284939289093,mnist_dlf,id,id,id,ood
28,dlf_84_e5_p9,dlf,5,9,id,629.460021972656,0.3213237,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0379289388656616,mnist_dlf,id,id,id,ood
29,dlf_85_e5_p3,dlf,5,3,id,563.378662109375,0.28484416,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0080550909042358,mnist_dlf,id,id,id,id
30,dlf_86_e5_p3,dlf,5,3,id,918.836181640625,0.24308306,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0398135185241699,mnist_dlf,ood,id,id,ood
31,dlf_87_e5_p6,dlf,5,6,ood,278.587493896484,0.34430313,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,ood,0.3023444712162018,mnist_dlf,id,id,id,ood
32,dlf_88_e5_p3,dlf,5,3,ood,423.210815429688,0.3308679,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1135720312595367,mnist_dlf,id,id,id,ood
33,dlf_89_e5_p3,dlf,5,3,id,621.3389892578131,0.37913156,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0308456271886825,mnist_dlf,ood,id,id,id
49,dlf_9_e5_p3,dlf,5,3,id,580.487121582031,0.31211087,Digit 5,Digit 8,id,1,0,,id,mnist_dlf,id,0.0509284138679504,mnist_dlf,ood,id,id,ood
35,dlf_90_e5_p3,dlf,5,3,id,570.256042480469,0.4179314,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0904034674167633,mnist_dlf,ood,id,ood,id
36,dlf_91_e5_p3,dlf,5,3,ood,466.528228759766,0.41917658,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0712235271930694,mnist_dlf,id,id,ood,ood
37,dlf_92_e5_p3,dlf,5,3,ood,339.480590820313,0.40226683,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1051289737224578,mnist_dlf,ood,id,ood,ood
38,dlf_93_e5_p3,dlf,5,3,ood,-445.349853515625,0.36354318,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1480320394039154,mnist_dlf,ood,id,id,ood
39,dlf_94_e5_p3,dlf,5,3,id,562.194152832031,0.40958452,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1059112250804901,mnist_dlf,id,id,ood,id
40,dlf_95_e5_p0,dlf,5,0,ood,241.029663085938,0.37142956,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0376760363578796,mnist_dlf,id,id,id,ood
41,dlf_96_e5_p8,dlf,5,8,id,615.217590332031,0.3340575999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.1148054301738739,mnist_dlf,ood,id,id,ood
42,dlf_97_e5_p3,dlf,5,3,ood,-2349.06030273438,0.30845404,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,-0.0176711678504943,mnist_dlf,ood,id,id,ood
43,dlf_98_e5_p3,dlf,5,3,ood,-1561.0192871093802,0.32655793,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.108865737915039,mnist_dlf,id,id,id,ood
44,dlf_99_e5_p3,dlf,5,3,ood,146.132965087891,0.33036947,Digit 5,Digit 5,id,1,1,yes,id,mnist_dlf,id,0.0025053769350051,mnist_dlf,ood,id,id,ood
0,dx_0_occl_e5_p3,dx,5,3,ood,-2487.18310546875,0.86639065,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.154855251312256,mnist_dx,id,id,ood,id
1,dx_1_occl_e5_p3,dx,5,3,ood,-5789.5791015625,0.39863178,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,id,0.0980314016342163,mnist_dx,id,id,id,id
2,dx_10_occl_e5_p3,dx,5,3,ood,-52584.03125,0.94134754,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,0.9180401563644408,mnist_dx,id,id,ood,id
3,dx_11_occl_e5_p3,dx,5,3,ood,-692.0230102539059,0.71824586,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,0.2052978575229644,mnist_dx,id,id,ood,id
4,dx_12_occl_e5_p3,dx,5,3,ood,-123110.078125,1.1555123,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.0854642391204834,mnist_dx,id,id,ood,id
5,dx_13_occl_e5_p3,dx,5,3,ood,-1701.0480957031302,0.94465435,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.0947413444519043,mnist_dx,id,id,ood,id
6,dx_14_occl_e5_p7,dx,5,7,ood,71.23895263671879,0.33096656,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,0.6287544965744019,mnist_dx,id,id,id,id
7,dx_15_occl_e5_p3,dx,5,3,ood,-7898.00830078125,0.9950782,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.4918712377548218,mnist_dx,id,id,ood,id
8,dx_16_occl_e5_p3,dx,5,3,ood,-635.170471191406,0.68570787,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.341275691986084,mnist_dx,id,id,ood,id
9,dx_17_occl_e5_p3,dx,5,3,ood,-126611.8828125,1.3012315,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.0921006202697754,mnist_dx,id,id,ood,id
10,dx_18_occl_e5_p3,dx,5,3,ood,-14161.869140625,1.0433348,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.0862414836883545,mnist_dx,id,id,ood,id
11,dx_19_occl_e5_p7,dx,5,7,ood,-11882.7158203125,0.566696,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.8591008186340328,mnist_dx,id,id,ood,id
12,dx_2_occl_e5_p3,dx,5,3,ood,-4032.58837890625,0.94849294,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.4166243076324463,mnist_dx,id,id,ood,id
13,dx_20_occl_e5_p3,dx,5,3,ood,-2250.29858398438,0.51296675,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,0.4997676312923431,mnist_dx,id,ood,ood,id
14,dx_21_occl_e5_p3,dx,5,3,ood,-530296.6875,1.5649927,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,3.720506191253662,mnist_dx,id,id,ood,id
15,dx_22_occl_e5_p7,dx,5,7,ood,-52.180938720703104,0.39138958,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,0.6315141916275024,mnist_dx,id,ood,id,id
16,dx_23_occl_e5_p3,dx,5,3,ood,-14205.5390625,0.8422786,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,0.8059165477752686,mnist_dx,id,id,ood,id
17,dx_24_occl_e5_p3,dx,5,3,ood,-15017.4580078125,0.8137699,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,0.8127789497375488,mnist_dx,id,id,ood,id
18,dx_25_occl_e5_p3,dx,5,3,ood,-828.0735473632809,0.84978265,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.0888147354125977,mnist_dx,id,id,ood,id
19,dx_26_occl_e5_p3,dx,5,3,ood,-10280.162109375,0.97358906,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.065340518951416,mnist_dx,id,id,ood,id
20,dx_27_occl_e5_p3,dx,5,3,ood,-1933.39196777344,0.8285809000000001,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.4222416877746582,mnist_dx,id,id,ood,id
21,dx_28_occl_e5_p3,dx,5,3,ood,-2757.83618164063,0.8885898000000001,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.07031512260437,mnist_dx,id,id,ood,id
22,dx_29_occl_e5_p3,dx,5,3,ood,-1068.79626464844,0.736442,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.2210192680358891,mnist_dx,id,ood,ood,id
23,dx_3_occl_e5_p3,dx,5,3,ood,-14956.08203125,1.0224563,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.582364797592163,mnist_dx,id,id,ood,id
24,dx_30_occl_e5_p3,dx,5,3,ood,-66668.6171875,0.95078784,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.1067941188812256,mnist_dx,id,id,ood,id
25,dx_31_occl_e5_p3,dx,5,3,ood,-183851.640625,1.3458216,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.3458714485168457,mnist_dx,id,id,ood,id
26,dx_32_occl_e5_p3,dx,5,3,ood,-15836.40625,1.0775856,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.844809293746948,mnist_dx,id,id,ood,id
27,dx_33_occl_e5_p8,dx,5,8,ood,-12058.0908203125,0.8908198,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.1863813400268557,mnist_dx,id,id,ood,id
28,dx_34_blackout_e5_p2,dx,5,2,id,2124.7431640625,0.13015512,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,1.2085350751876829,mnist_dx,id,id,id,id
29,dx_35_blackout_e5_p3,dx,5,3,id,2037.57409667969,0.14343442,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,1.0458501577377322,mnist_dx,id,id,id,id
30,dx_36_blackout_e5_p2,dx,5,2,id,2295.52880859375,0.14642267,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,2.836716890335083,mnist_dx,id,id,id,id
31,dx_37_blackout_e5_p2,dx,5,2,id,2295.56372070313,0.07808664,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,89.8847885131836,mnist_dx,id,id,id,ood
32,dx_38_blackout_e5_p6,dx,5,6,id,1444.83837890625,0.28988045,Digit 6,Digit 5,id,0,1,,id,mnist_dx,ood,0.2399210631847381,mnist_dx,id,id,id,id
33,dx_39_blackout_e5_p2,dx,5,2,id,2042.14465332031,0.17108689,Not a digit,Digit 5,?,0,1,,id,mnist_dx,ood,0.8149558305740356,mnist_dx,id,id,id,id
34,dx_4_occl_e5_p4,dx,5,4,ood,-11629.896484375,0.8745331000000001,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.121931552886964,mnist_dx,id,id,ood,id
35,dx_40_blackout_e5_p2,dx,5,2,id,2068.00073242188,0.19802499,Digit 0,Digit 5,id,0,1,,id,mnist_dx,ood,1.1389096975326538,mnist_dx,id,id,id,id
36,dx_41_blackout_e5_p2,dx,5,2,id,1820.83862304688,0.23064631,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,1.717083215713501,mnist_dx,id,id,id,id
37,dx_42_blackout_e5_p7,dx,5,7,id,2099.20776367188,0.1556922999999999,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,4.688908100128174,mnist_dx,id,id,id,id
38,dx_43_blackout_e5_p2,dx,5,2,id,2316.32836914063,0.1535104,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,0.877707839012146,mnist_dx,id,ood,id,id
39,dx_44_blackout_e5_p2,dx,5,2,id,2065.42504882813,0.13697946,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,2.1071717739105225,mnist_dx,id,id,id,ood
40,dx_45_blackout_e5_p4,dx,5,4,id,2257.2607421875,0.091742426,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,2.891608238220215,mnist_dx,id,id,id,id
41,dx_46_blackout_e5_p2,dx,5,2,id,2361.90405273438,0.08467602,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,89.90031433105469,mnist_dx,id,id,id,ood
42,dx_47_blackout_e5_p2,dx,5,2,id,2375.17456054688,0.1283242,Not a digit,Not a digit,id,0,0,no,id,mnist_dx,ood,17.17573356628418,mnist_dx,id,id,id,id
43,dx_48_blackout_e5_p4,dx,5,4,id,1972.26525878906,0.1499467,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,id,-0.0018223375082015,mnist_dx,id,id,id,id
44,dx_49_blackout_e5_p2,dx,5,2,id,2118.63647460938,0.18498217,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,1.0420069694519043,mnist_dx,id,id,id,id
45,dx_5_occl_e5_p3,dx,5,3,ood,-98973.859375,1.1797799,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,2.032879114151001,mnist_dx,id,id,ood,id
0,dx_50_blackout_e5_p2,dx,5,2,id,2466.09716796875,0.13472259,Digit 5,Not a digit,?,1,0,,id,mnist_dx,ood,5.100498199462892,mnist_dx,id,id,id,id
1,dx_51_blackout_e5_p2,dx,5,2,id,2292.48559570313,0.100418605,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,9.312195777893066,mnist_dx,id,id,id,id
12,dx_52_blackout_e5_p2,dx,5,2,id,2270.22802734375,0.17412852,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,0.6368005275726318,mnist_dx,id,id,id,id
23,dx_53_blackout_e5_p2,dx,5,2,id,2383.99145507813,0.10683126,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,3.046257495880127,mnist_dx,id,id,id,id
34,dx_54_blackout_e5_p2,dx,5,2,id,2162.43774414063,0.18584272,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,1.3153177499771118,mnist_dx,id,ood,id,id
45,dx_55_blackout_e5_p4,dx,5,4,id,2090.40502929688,0.1543767,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,1.5885045528411863,mnist_dx,id,id,id,ood
46,dx_56_blackout_e5_p2,dx,5,2,id,2276.56909179688,0.069512196,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,id,,mnist_dx,id,id,id,ood
47,dx_57_blackout_e5_p7,dx,5,7,id,2355.32080078125,0.108839296,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,6.388180255889893,mnist_dx,id,ood,id,id
48,dx_58_blackout_e5_p3,dx,5,3,id,1159.1201171875,0.098956436,Digit 7,Not a digit,?,0,0,no,id,mnist_dx,ood,14.66745948791504,mnist_dx,id,id,id,ood
49,dx_59_blackout_e5_p2,dx,5,2,id,2369.20727539063,0.0962073059999999,Not a digit,Digit 0,?,0,0,no,id,mnist_dx,ood,24.869035720825195,mnist_dx,id,id,id,id
46,dx_6_occl_e5_p8,dx,5,8,ood,-1532.58776855469,0.95072997,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,1.904409408569336,mnist_dx,ood,id,ood,id
2,dx_60_blackout_e5_p2,dx,5,2,id,2184.44458007813,0.18644583,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,0.6159231662750244,mnist_dx,id,id,id,id
3,dx_61_blackout_e5_p3,dx,5,3,id,2331.12451171875,0.0928716,Digit 1,Not a digit,?,0,0,no,id,mnist_dx,ood,23.29391288757324,mnist_dx,id,id,id,id
4,dx_62_blackout_e5_p7,dx,5,7,id,2159.88500976563,0.13982467,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,4.859272480010986,mnist_dx,id,id,id,ood
5,dx_63_blackout_e5_p2,dx,5,2,id,2327.94409179688,0.17787369,Digit 6,Not a digit,?,0,0,no,id,mnist_dx,ood,1.6202489137649536,mnist_dx,id,id,id,id
6,dx_64_blackout_e5_p2,dx,5,2,id,1787.73205566406,0.19125296,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,ood,1.3921130895614624,mnist_dx,id,ood,id,id
7,dx_65_blackout_e5_p3,dx,5,3,id,2336.41381835938,0.10348977,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,46.37115097045898,mnist_dx,id,id,id,ood
8,dx_66_blackout_e5_p2,dx,5,2,id,2302.22583007813,0.1555009,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,1.2541868686676023,mnist_dx,id,id,id,id
9,dx_67_blackout_e5_p7,dx,5,7,id,1621.9072265625,0.1543063999999999,Not a digit,Not a digit,ood,0,0,no,id,mnist_dx,ood,1.78847074508667,mnist_dx,id,id,id,ood
10,dx_68_light_e5_p8,dx,5,8,ood,-33826968.0,3.656680600000001,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,0.0583509206771849,mnist_dx,ood,ood,ood,ood
11,dx_69_light_e5_p8,dx,5,8,ood,-30810898.0,6.7293844,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0494499877095222,mnist_dx,id,ood,ood,id
47,dx_7_occl_e5_p3,dx,5,3,ood,-0.635231137275696,0.5470428,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,ood,0.4721523225307464,mnist_dx,id,ood,ood,id
13,dx_70_light_e5_p3,dx,5,3,ood,-56886796.0,5.957274,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0879045873880386,mnist_dx,id,id,ood,id
14,dx_71_light_e5_p3,dx,5,3,ood,-58695796.0,4.6983657,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0656728819012641,mnist_dx,id,id,ood,id
15,dx_72_light_e5_p8,dx,5,8,ood,-79154496.0,7.085994,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0681015104055404,mnist_dx,id,ood,ood,id
16,dx_73_light_e5_p8,dx,5,8,ood,-23537864.0,4.7459927,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0728157758712768,mnist_dx,id,id,ood,id
17,dx_74_light_e5_p3,dx,5,3,ood,-17475710.0,2.9740689,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,0.0540095418691635,mnist_dx,id,id,ood,id
18,dx_75_light_e5_p8,dx,5,8,ood,-60030180.0,9.097887,Digit 6,Digit 5,id,0,1,,ood,mnist_dx,id,-0.0234506428241729,mnist_dx,id,id,ood,id
19,dx_76_light_e5_p8,dx,5,8,ood,-80613128.0,6.914992,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0680263862013816,mnist_dx,id,ood,ood,id
20,dx_77_light_e5_p8,dx,5,8,ood,-73310976.0,7.247811299999999,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0703884735703468,mnist_dx,id,ood,ood,id
21,dx_78_light_e5_p2,dx,5,2,id,2248.70776367188,0.07802661,Not a digit,Digit 5,?,0,1,,id,mnist_dx,ood,1.45346999168396,mnist_dx,id,id,id,id
22,dx_79_light_e5_p3,dx,5,3,ood,-64648448.0,7.561577000000001,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.1219459474086761,mnist_dx,id,id,ood,id
48,dx_8_occl_e5_p3,dx,5,3,ood,-311.869049072266,0.41871473,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,id,-0.0330435037612915,mnist_dx,id,id,ood,id
24,dx_80_light_e5_p8,dx,5,8,ood,-86117080.0,8.111531,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.1013779789209365,mnist_dx,id,id,ood,id
25,dx_81_light_e5_p8,dx,5,8,ood,-38744520.0,5.2187624,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0410282909870147,mnist_dx,id,id,ood,id
26,dx_82_light_e5_p8,dx,5,8,ood,-33955356.0,6.563599000000001,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0494516044855117,mnist_dx,id,ood,ood,id
27,dx_83_light_e5_p8,dx,5,8,ood,-56864232.0,6.235606,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.1047864407300949,mnist_dx,id,id,ood,ood
28,dx_84_light_e5_p3,dx,5,3,ood,-59920436.0,4.219189599999999,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0656727477908134,mnist_dx,id,id,ood,id
29,dx_85_light_e5_p8,dx,5,8,ood,-27162414.0,3.7224514,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0943509489297866,mnist_dx,ood,id,ood,ood
