Q,ID,TOOL,expected,predicted,ID/OOD DAIV,loss daiv,loss selforacle,ass 1,ass 2,ID/OOD Human,misclass human 1,misclass human 2,misclass humans,ID/OOD Selforacle 9999,tool_y,ID/OOD DeepSVDD,svdd scores,ID/OOD LLM,ID/OOD LLM2,ID_cleaned,ID/OOD Selforacle 99
45,dlf_5_e5_p6,dlf,5,6,id,7311.712890625,1.1018417,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0075067430734634,id,id,dlf_5,id
0,dlf_50_e5_p4,dlf,5,4,id,8806.79296875,0.7057949,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0082615111023187,ood,ood,dlf_50,id
1,dlf_51_e5_p6,dlf,5,6,id,6404.2666015625,1.6126369,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,0.0213899444788694,id,id,dlf_51,id
12,dlf_52_e5_p6,dlf,5,6,id,6700.42919921875,1.4564664,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0073874145746231,id,id,dlf_52,id
23,dlf_53_e5_p3,dlf,5,3,id,9845.8564453125,0.5535866,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dlf,id,-0.0153055544942617,id,id,dlf_53,id
34,dlf_54_e5_p8,dlf,5,8,id,9387.0537109375,0.5281618,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dlf,id,-0.0186693891882896,ood,ood,dlf_54,id
45,dlf_55_e5_p3,dlf,5,3,id,8976.0224609375,0.67197156,Digit 3,Digit 3,id,0,0,no,id,svhn_dlf,id,-0.0201087333261966,id,id,dlf_55,id
46,dlf_56_e5_p3,dlf,5,3,id,8163.90625,0.8544718,Digit 3,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0183443240821361,ood,id,dlf_56,id
47,dlf_57_e5_p3,dlf,5,3,id,6605.65625,2.0832691,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dlf,id,-0.0175012461841106,ood,ood,dlf_57,id
48,dlf_58_e5_p9,dlf,5,9,id,7991.7451171875,0.9197357,Not a Street View House Number,Digit 3,?,0,0,no,id,svhn_dlf,id,-0.0096055753529071,ood,ood,dlf_58,id
49,dlf_59_e5_p6,dlf,5,6,id,7528.39794921875,1.3736393,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0071763638406991,id,ood,dlf_59,id
46,dlf_6_e5_p6,dlf,5,6,id,8584.1240234375,0.7943088,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0039683431386947,id,id,dlf_6,id
2,dlf_60_e5_p6,dlf,5,6,id,7657.4873046875,1.1467637,Digit 8,Digit 8,id,0,0,no,id,svhn_dlf,id,-0.0071388874202966,id,id,dlf_60,id
3,dlf_61_e5_p6,dlf,5,6,id,7475.75830078125,1.0078125,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0137119814753532,id,ood,dlf_61,id
4,dlf_62_e5_p6,dlf,5,6,id,9924.5439453125,0.38357267,Digit 5,Digit 6,id,1,0,,id,svhn_dlf,id,-0.0061449874192476,id,ood,dlf_62,id
5,dlf_63_e5_p6,dlf,5,6,id,8664.955078125,0.7080955,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0117409154772758,id,id,dlf_63,id
6,dlf_64_e5_p6,dlf,5,6,id,7869.736328125,1.1966695,Digit 5,Digit 8,id,1,0,,id,svhn_dlf,id,-0.0082666873931884,id,id,dlf_64,id
7,dlf_65_e5_p3,dlf,5,3,id,8518.3125,0.961635,Digit 3,Digit 3,id,0,0,no,id,svhn_dlf,id,-0.0143544245511293,id,id,dlf_65,id
8,dlf_66_e5_p6,dlf,5,6,id,7665.39111328125,1.2666962,Digit 6,Digit 5,id,0,1,,id,svhn_dlf,id,-0.006359864026308,id,ood,dlf_66,id
9,dlf_67_e5_p9,dlf,5,9,id,8894.2216796875,0.79631037,Not a Street View House Number,Digit 8,?,0,0,no,id,svhn_dlf,id,-0.0096672307699918,ood,id,dlf_67,id
10,dlf_68_e5_p9,dlf,5,9,id,9449.1865234375,0.5180907,Digit 8,Digit 8,id,0,0,no,id,svhn_dlf,id,-0.0208636503666639,id,id,dlf_68,id
11,dlf_69_e5_p3,dlf,5,3,id,8682.3896484375,0.66946816,Digit 5,Digit 3,id,1,0,,id,svhn_dlf,id,-0.0186670292168855,id,id,dlf_69,id
47,dlf_7_e5_p6,dlf,5,6,id,7227.59521484375,1.2373741,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.019331119954586,id,id,dlf_7,id
13,dlf_70_e5_p6,dlf,5,6,id,7102.47021484375,1.2851372,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0191511586308479,id,id,dlf_70,id
14,dlf_71_e5_p7,dlf,5,7,id,9794.8603515625,0.5973439,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dlf,id,-0.0103978142142295,ood,ood,dlf_71,id
15,dlf_72_e5_p6,dlf,5,6,id,9167.3369140625,0.5745962,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0172186121344566,id,id,dlf_72,id
16,dlf_73_e5_p3,dlf,5,3,id,7160.7763671875,1.9886729,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dlf,id,0.009650757536292,id,ood,dlf_73,id
17,dlf_74_e5_p3,dlf,5,3,id,8224.2578125,0.75270075,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0145026892423629,ood,id,dlf_74,id
18,dlf_75_e5_p3,dlf,5,3,id,9650.1279296875,0.50928175,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dlf,id,-0.0157252643257379,id,id,dlf_75,id
19,dlf_76_e5_p3,dlf,5,3,id,6929.75537109375,1.9233786,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,0.0099623259156942,id,id,dlf_76,id
20,dlf_77_e5_p3,dlf,5,3,id,7970.55810546875,0.9910636,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-6.878562271595001e-05,id,id,dlf_77,id
21,dlf_78_e5_p7,dlf,5,7,id,9220.1376953125,0.5247318,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dlf,id,-0.0099232196807861,ood,ood,dlf_78,id
22,dlf_79_e5_p6,dlf,5,6,id,7400.44384765625,1.5480503,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0138651058077812,id,ood,dlf_79,id
48,dlf_8_e5_p6,dlf,5,6,id,8697.859375,0.71376455,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0173711739480495,id,ood,dlf_8,id
24,dlf_80_e5_p6,dlf,5,6,id,9452.4453125,0.5052817,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0181679055094718,id,id,dlf_80,id
25,dlf_81_e5_p9,dlf,5,9,id,7693.20654296875,0.9342317,Digit 5,Digit 3,id,1,0,,id,svhn_dlf,id,-0.0071295872330665,ood,id,dlf_81,id
26,dlf_82_e5_p3,dlf,5,3,id,8250.4873046875,0.90728986,Digit 5,Digit 6,id,1,0,,id,svhn_dlf,id,-0.008506329730153,id,id,dlf_82,id
27,dlf_83_e5_p9,dlf,5,9,id,8265.681640625,0.95532894,Digit 3,Digit 3,id,0,0,no,id,svhn_dlf,id,-0.0095673128962516,id,id,dlf_83,id
28,dlf_84_e5_p8,dlf,5,8,id,9110.017578125,0.5481774,Digit 8,Digit 2,id,0,0,no,id,svhn_dlf,id,-0.0189299955964088,ood,ood,dlf_84,id
29,dlf_85_e5_p6,dlf,5,6,id,9036.61328125,0.6398979,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0178295224905014,id,ood,dlf_85,id
30,dlf_86_e5_p6,dlf,5,6,id,9730.66015625,0.4803339,Not a Street View House Number,Digit 6,?,0,0,no,id,svhn_dlf,id,-0.0073648020625114,id,ood,dlf_86,id
31,dlf_87_e5_p0,dlf,5,0,id,9162.3203125,0.8353073,Digit 0,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0142032168805599,ood,id,dlf_87,id
32,dlf_88_e5_p3,dlf,5,3,id,8183.0703125,1.0661019,Digit 3,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,0.0025650691241025,id,id,dlf_88,id
33,dlf_89_e5_p9,dlf,5,9,id,9184.1875,0.7156864,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0095445904880762,ood,id,dlf_89,id
49,dlf_9_e5_p0,dlf,5,0,id,8976.2880859375,0.85685706,Digit 0,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0139720514416694,ood,ood,dlf_9,id
35,dlf_90_e5_p0,dlf,5,0,id,8022.7744140625,0.87321824,Digit 2,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0122268255800008,id,ood,dlf_90,id
36,dlf_91_e5_p8,dlf,5,8,id,8999.9892578125,0.6750885,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dlf,id,-0.0075147412717342,ood,ood,dlf_91,id
37,dlf_92_e5_p6,dlf,5,6,id,8474.8046875,0.6819051,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0207661129534244,id,ood,dlf_92,id
38,dlf_93_e5_p9,dlf,5,9,id,6475.5615234375,2.4695306,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0016429834067821,ood,ood,dlf_93,id
39,dlf_94_e5_p6,dlf,5,6,id,8352.65625,0.7946517,Digit 6,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0206678807735443,id,ood,dlf_94,id
40,dlf_95_e5_p7,dlf,5,7,id,8599.138671875,0.8423078,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dlf,id,-0.015183662995696,ood,id,dlf_95,id
41,dlf_96_e5_p3,dlf,5,3,id,8470.3212890625,0.7856728,Digit 3,Digit 5,id,0,1,,id,svhn_dlf,id,-0.0184627063572406,ood,id,dlf_96,id
42,dlf_97_e5_p3,dlf,5,3,id,7973.6142578125,0.9520683,Digit 3,Digit 5,id,0,1,,id,svhn_dlf,id,-0.0130632054060697,id,id,dlf_97,id
43,dlf_98_e5_p6,dlf,5,6,id,6762.662109375,1.659886,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0089241154491901,id,id,dlf_98,id
44,dlf_99_e5_p9,dlf,5,9,id,8617.7666015625,0.65228283,Digit 7,Digit 8,id,0,0,no,id,svhn_dlf,id,-0.0139456763863563,ood,ood,dlf_99,id
0,dx_0_occl_e5_p3,dx,5,3,ood,3723.29907226563,5.1287813,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,ood,0.0436217337846756,id,id,dx_0,id
1,dx_1_occl_e5_p3,dx,5,3,id,5600.58203125,1.6446631,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,0.0051064100116491,ood,id,dx_1,id
2,dx_10_occl_e5_p3,dx,5,3,id,7250.3154296875,1.1583097,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0047889631241559,ood,id,dx_10,id
3,dx_11_occl_e5_p3,dx,5,3,id,7315.78173828125,1.1003026,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0047889631241559,ood,id,dx_11,id
4,dx_12_occl_e5_p3,dx,5,3,ood,4640.72900390625,2.8941848,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0122962929308414,id,id,dx_12,id
5,dx_13_occl_e5_p6,dx,5,6,id,5646.54248046875,4.752615,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,ood,0.197074607014656,id,id,dx_13,id
6,dx_14_occl_e5_p3,dx,5,3,ood,5042.16552734375,2.5911593,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0067776497453451,id,id,dx_14,id
7,dx_15_occl_e5_p3,dx,5,3,ood,5328.984375,2.0079272,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,0.0116458367556333,id,id,dx_15,id
8,dx_16_occl_e5_p3,dx,5,3,ood,3647.14379882813,4.9138155,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,ood,0.0436217337846756,id,id,dx_16,id
9,dx_17_occl_e5_p2,dx,5,2,ood,5391.93798828125,2.5334897,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,0.0090622324496507,id,ood,dx_17,id
10,dx_18_occl_e5_p3,dx,5,3,id,7136.20849609375,1.087122,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0047889631241559,ood,id,dx_18,id
11,dx_19_occl_e5_p7,dx,5,7,ood,2742.65966796875,6.2914352,Digit 5,Digit 5,id,1,1,yes,ood,svhn_dx,ood,0.2979687452316284,id,id,dx_19,ood
12,dx_2_occl_e5_p7,dx,5,7,ood,4958.96923828125,2.8139324,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0145680103451013,id,id,dx_2,id
13,dx_20_occl_e5_p3,dx,5,3,ood,5022.1474609375,2.6086266,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0067743323743343,id,id,dx_20,id
14,dx_21_occl_e5_p3,dx,5,3,ood,3086.85205078125,4.074148,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0138017330318689,id,id,dx_21,id
15,dx_22_occl_e5_p3,dx,5,3,ood,5224.49951171875,1.9100416,Digit 6,Digit 5,id,0,1,,id,svhn_dx,id,0.0116458367556333,id,id,dx_22,id
16,dx_23_occl_e5_p3,dx,5,3,id,7864.37158203125,1.2538764,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0096624959260225,ood,ood,dx_23,id
17,dx_24_occl_e5_p3,dx,5,3,id,8211.3408203125,0.7444374,Digit 4,Digit 5,id,0,1,,id,svhn_dx,ood,0.0414933785796165,ood,ood,dx_24,id
18,dx_25_occl_e5_p3,dx,5,3,ood,5092.98779296875,2.2399976,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,0.0115699898451566,id,id,dx_25,id
19,dx_26_occl_e5_p3,dx,5,3,id,6650.3671875,1.8753858,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,0.0062531661242246,id,id,dx_26,id
20,dx_27_occl_e5_p3,dx,5,3,ood,3560.02099609375,4.032321,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0138017330318689,id,id,dx_27,id
21,dx_28_occl_e5_p3,dx,5,3,ood,5136.302734375,2.8790407,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0067609380930662,id,id,dx_28,id
22,dx_29_occl_e5_p3,dx,5,3,ood,5232.7861328125,4.023015,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,ood,0.0349481552839279,id,id,dx_29,id
23,dx_3_occl_e5_p3,dx,5,3,ood,3410.43188476563,4.0882654,Digit 2,Not a Street View House Number,?,0,0,no,id,svhn_dx,id,-0.0138017330318689,id,id,dx_3,id
24,dx_30_occl_e5_p3,dx,5,3,ood,3234.74267578125,4.41399,Digit 5,Digit 2,id,1,0,,id,svhn_dx,id,-0.0138017330318689,id,id,dx_30,id
25,dx_31_occl_e5_p3,dx,5,3,id,6619.451171875,1.6072946,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0154939172789454,id,id,dx_31,id
26,dx_32_occl_e5_p2,dx,5,2,ood,5360.2802734375,2.8591006,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,0.0099561158567667,id,id,dx_32,id
27,dx_33_occl_e5_p3,dx,5,3,ood,5382.951171875,3.982801,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,ood,0.0349481552839279,id,id,dx_33,id
28,dx_34_occl_e5_p3,dx,5,3,id,6852.66064453125,1.8653553,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0111812874674797,id,id,dx_34,id
29,dx_35_occl_e5_p3,dx,5,3,ood,3347.15258789063,4.3763084,Digit 5,Digit 2,id,1,0,,id,svhn_dx,id,-0.0138017330318689,id,id,dx_35,id
30,dx_36_occl_e5_p6,dx,5,6,id,7465.0146484375,1.0058085,Not a Street View House Number,Digit 6,?,0,0,no,id,svhn_dx,id,-0.0112303402274847,id,id,dx_36,id
31,dx_37_occl_e5_p3,dx,5,3,ood,5323.83740234375,1.573234,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,0.0056861918419599,ood,ood,dx_37,id
32,dx_38_occl_e5_p3,dx,5,3,id,5561.38037109375,2.1596782,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0178859457373619,id,id,dx_38,id
33,dx_39_occl_e5_p3,dx,5,3,ood,4671.6201171875,3.1995893,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0122942160815,id,id,dx_39,id
34,dx_4_occl_e5_p6,dx,5,6,id,7495.68603515625,0.887907,Digit 6,Digit 5,id,0,1,,id,svhn_dx,id,-0.0112303402274847,id,id,dx_4,id
35,dx_40_occl_e5_p3,dx,5,3,ood,5144.16455078125,2.524345,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0067609380930662,id,id,dx_40,id
36,dx_41_occl_e5_p3,dx,5,3,id,7284.1005859375,1.0699048,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0052638724446296,ood,id,dx_41,id
37,dx_42_occl_e5_p3,dx,5,3,ood,5249.55615234375,3.1909142,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.007274966686964,id,id,dx_42,id
38,dx_43_blackout_e5_p4,dx,5,4,id,7911.9833984375,0.7689157,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,-0.0127941444516181,ood,ood,dx_43,id
39,dx_44_blackout_e5_p8,dx,5,8,id,8243.0029296875,0.62346923,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0171551015228033,ood,ood,dx_44,id
40,dx_45_blackout_e5_p3,dx,5,3,id,6630.517578125,1.5984203,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0034853611141443,ood,ood,dx_45,id
41,dx_46_blackout_e5_p2,dx,5,2,id,5793.84130859375,1.8247533,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0034596063196659,ood,ood,dx_46,id
42,dx_47_blackout_e5_p6,dx,5,6,id,6588.515625,1.7980005,Digit 5,Digit 6,id,1,0,,id,svhn_dx,id,-0.0178355313837528,ood,ood,dx_47,id
43,dx_48_blackout_e5_p6,dx,5,6,ood,1519.82067871094,4.1162987,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,0.0037754010409116,ood,ood,dx_48,id
44,dx_49_blackout_e5_p9,dx,5,9,id,7704.02392578125,1.0278492,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,0.0038177277892827,ood,ood,dx_49,id
45,dx_5_occl_e5_p3,dx,5,3,ood,5463.8212890625,4.1002545,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,ood,0.0349481552839279,id,id,dx_5,id
0,dx_50_blackout_e5_p4,dx,5,4,id,6986.29736328125,1.2763579,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,0.0128574352711439,ood,ood,dx_50,id
1,dx_51_blackout_e5_p6,dx,5,6,id,7002.35009765625,1.548873,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0138051193207502,id,ood,dx_51,id
12,dx_52_blackout_e5_p6,dx,5,6,id,6768.94580078125,1.3317549,Digit 0,Digit 3,id,0,0,no,id,svhn_dx,id,0.0124048274010419,ood,id,dx_52,id
23,dx_53_blackout_e5_p6,dx,5,6,id,6198.775390625,1.5777339,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,0.0033749099820852,ood,ood,dx_53,id
34,dx_54_blackout_e5_p1,dx,5,1,id,5590.994140625,3.6688437,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0169629119336605,id,ood,dx_54,id
45,dx_55_blackout_e5_p3,dx,5,3,ood,5380.97705078125,2.4780116,Digit 5,Digit 3,id,1,0,,id,svhn_dx,id,-0.0025089625269174,ood,ood,dx_55,id
46,dx_56_blackout_e5_p3,dx,5,3,id,7061.71728515625,0.9794651,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0025292839854955,id,id,dx_56,id
47,dx_57_blackout_e5_p8,dx,5,8,id,6164.833984375,1.6666533,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,0.010208198800683,ood,ood,dx_57,id
48,dx_58_blackout_e5_p6,dx,5,6,ood,4738.23583984375,2.485667,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0117317084223032,ood,ood,dx_58,id
49,dx_59_blackout_e5_p8,dx,5,8,id,8019.54833984375,0.8439478,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0015678498893976,ood,ood,dx_59,id
46,dx_6_occl_e5_p3,dx,5,3,ood,3409.65014648438,4.2214317,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0138017330318689,id,id,dx_6,id
2,dx_60_blackout_e5_p8,dx,5,8,id,5838.52880859375,1.3480388,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0127175934612751,ood,ood,dx_60,id
3,dx_61_blackout_e5_p3,dx,5,3,id,5651.8759765625,2.2931738,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0098851043730974,ood,id,dx_61,id
4,dx_62_blackout_e5_p3,dx,5,3,id,5735.05029296875,1.722364,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0145977158099412,ood,ood,dx_62,id
5,dx_63_blackout_e5_p6,dx,5,6,id,6070.2919921875,2.1351213,Digit 6,Digit 6,id,0,0,no,id,svhn_dx,id,0.0013722162693738,ood,id,dx_63,id
6,dx_64_blackout_e5_p3,dx,5,3,ood,5333.07275390625,1.6421306,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,-0.0071045421063899,ood,ood,dx_64,id
7,dx_65_blackout_e5_p6,dx,5,6,ood,4903.10546875,3.2215638,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0047928281128406,id,id,dx_65,id
8,dx_66_blackout_e5_p3,dx,5,3,ood,5053.04150390625,3.211064,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0124574713408946,id,ood,dx_66,id
9,dx_67_blackout_e5_p2,dx,5,2,id,7616.4228515625,0.9563875,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0158357806503772,ood,ood,dx_67,id
10,dx_68_blackout_e5_p6,dx,5,6,ood,4968.1884765625,2.8193712,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0134470406919717,ood,ood,dx_68,id
11,dx_69_blackout_e5_p6,dx,5,6,id,7375.91064453125,0.9879589,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0151764284819364,id,id,dx_69,id
47,dx_7_occl_e5_p3,dx,5,3,id,7354.681640625,1.3158233,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,-0.0047889631241559,ood,id,dx_7,id
13,dx_70_blackout_e5_p6,dx,5,6,ood,5172.3720703125,2.4031947,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0090548787266016,id,ood,dx_70,id
14,dx_71_blackout_e5_p3,dx,5,3,id,5642.38671875,2.0389967,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0187767464667558,id,id,dx_71,id
15,dx_72_blackout_e5_p6,dx,5,6,id,6725.62451171875,1.2302775,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,0.0023341793566942,ood,ood,dx_72,id
16,dx_73_blackout_e5_p3,dx,5,3,id,6920.0966796875,1.2319161,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0141542237251997,id,id,dx_73,id
17,dx_74_blackout_e5_p6,dx,5,6,ood,4098.43408203125,4.9627705,Digit 6,Digit 5,id,0,1,,id,svhn_dx,id,-0.0079205632209777,id,id,dx_74,id
18,dx_75_blackout_e5_p7,dx,5,7,id,6018.61962890625,1.9445416,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,-0.014341726899147,ood,ood,dx_75,id
19,dx_76_blackout_e5_p8,dx,5,8,ood,5427.92626953125,2.283705,Digit 2,Not a Street View House Number,?,0,0,no,id,svhn_dx,id,-0.003839872777462,ood,ood,dx_76,id
20,dx_77_light_e5_p3,dx,5,3,ood,-2452.23803710938,0.36508778,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,ood,39.412696838378906,ood,ood,dx_77,id
21,dx_78_light_e5_p3,dx,5,3,ood,756.820678710938,0.69912523,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,-0.0133757162839174,id,id,dx_78,id
22,dx_79_light_e5_p6,dx,5,6,id,6900.1494140625,0.82555556,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,-0.0159317329525947,id,ood,dx_79,id
48,dx_8_occl_e5_p3,dx,5,3,id,8195.2802734375,1.1943762,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0104424189776182,ood,ood,dx_8,id
24,dx_80_light_e5_p3,dx,5,3,ood,1002.06121826172,0.6095853,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,ood,0.0376929938793182,id,id,dx_80,id
25,dx_81_light_e5_p4,dx,5,4,ood,4400.95751953125,0.7888598,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dx,id,0.0061254631727933,id,id,dx_81,id
26,dx_82_light_e5_p9,dx,5,9,ood,684.130126953125,0.8331262,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,0.0251634661108255,ood,id,dx_82,id
27,dx_83_light_e5_p4,dx,5,4,ood,-434.717681884766,0.46246946,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,ood,0.4755867719650268,ood,ood,dx_83,id
28,dx_84_light_e5_p9,dx,5,9,id,9127.8251953125,0.47806853,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0209569074213504,ood,id,dx_84,id
29,dx_85_light_e5_p4,dx,5,4,id,8154.9052734375,0.7331455,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,id,-0.0146628655493259,id,id,dx_85,id
30,dx_86_light_e5_p3,dx,5,3,ood,3230.125,0.68700594,Not a Street View House Number,Digit 2,?,0,0,no,id,svhn_dx,id,-0.0047439616173505,ood,id,dx_86,id
31,dx_87_light_e5_p3,dx,5,3,ood,4679.97216796875,0.8094139,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dx,id,-0.0111865065991878,ood,id,dx_87,id
32,dx_88_light_e5_p8,dx,5,8,ood,4239.3291015625,0.50178236,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,-0.0078483764082193,id,id,dx_88,id
33,dx_89_light_e5_p2,dx,5,2,id,9569.060546875,0.47088557,Digit 6,Digit 5,id,0,1,,id,svhn_dx,id,-0.0105965379625558,id,id,dx_89,id
49,dx_9_occl_e5_p3,dx,5,3,ood,5447.38720703125,3.9810128,Digit 5,Digit 5,id,1,1,yes,id,svhn_dx,ood,0.0349481552839279,id,id,dx_9,id
35,dx_90_light_e5_p3,dx,5,3,ood,1400.83996582031,0.552544,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dx,id,0.002213729545474,id,id,dx_90,id
