Image_URL,Classification
https://tig-svhn-val.s3.amazonaws.com/ox_65_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_66_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_67_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_68_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_69_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_6_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_70_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_71_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_72_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_73_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_74_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_75_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_76_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_77_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_78_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_79_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_7_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_80_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_81_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_82_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_83_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_84_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_85_e5_p4.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_86_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_87_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_88_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_89_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_8_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_90_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_91_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_92_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_93_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_94_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_95_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_96_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_97_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_98_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_99_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_9_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_0_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_10_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_11_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_12_e5_p7.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_13_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_14_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_15_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_16_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_17_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_18_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_19_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_1_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_20_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_21_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_22_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_23_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_24_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_25_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_26_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_27_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_28_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_29_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_2_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_30_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_31_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_32_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_33_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_34_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_35_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_36_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_37_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_38_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_39_e5_p0.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_3_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_40_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_41_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_42_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_43_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_44_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_45_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_46_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_47_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_48_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_49_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_4_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_50_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_51_e5_p0.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_52_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_53_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_54_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_55_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_56_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_57_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_58_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_59_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_5_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_60_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_61_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_62_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_63_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_64_e5_p4.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_65_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_66_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_67_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_68_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_69_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_6_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_70_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_71_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_72_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_73_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_74_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_75_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_76_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_77_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_78_e5_p7.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_79_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_7_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_80_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_81_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_82_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_83_e5_p0.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_84_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_85_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_86_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_87_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_88_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_89_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_8_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_90_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_91_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_92_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_93_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_94_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/sv_95_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_96_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_97_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_98_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_99_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/sv_9_e5_p1.png,id
